id,cnt,chk,ein,eout,area_m2,habitat,path_med,path_min,path_max,elev_m,edge,Track,restoration,zone,GagueDist,Monitoring_site
89,,,,,9,blind channel,2295.83,2295.83,2295.83,1.5976551,0,0,,Stanwood_Camano,18728.99113,
90,,,,,24,blind channel,2280.173,2280.173,2280.173,1.475095,0,0,,Stanwood_Camano,18713.33333,
91,,,,,30,blind channel,2279.673,2279.673,2279.673,1.475095,0,0,,Stanwood_Camano,18712.92021,
92,,,,,12,blind channel,2398.206,2398.206,2398.206,3.5388319,0,0,,Stanwood_Camano,18832.48759,
94,,,,,20,blind channel,2220.359,2220.359,2220.359,3.1587551,0,0,,Stanwood_Camano,18653.60638,
95,,,,,17,blind channel,2309.936,2309.936,2309.936,1.716795,0,0,,Stanwood_Camano,18743.30496,
99,,,,,14,blind channel,2382.22,2382.22,2382.22,3.5842409,0,0,,Stanwood_Camano,18816.00355,
101,,,,,16,blind channel,2325.093,2325.093,2325.093,2.1169839,0,0,,Stanwood_Camano,18758.96099,
102,,,,,64,blind channel,2263.359,2263.359,2263.359,1.2467411,0,0,,Stanwood_Camano,18696.60638,
103,,,,,17,blind channel,2368.356,2368.356,2368.356,3.476908,0,0,,Stanwood_Camano,18803.34574,
104,,,,,8,blind channel,2233.181,2233.181,2233.181,0.924561,0,0,,Stanwood_Camano,18666.22163,
109,,,,,25,blind channel,2204.717,2204.717,2204.717,0.924561,0,0,,Stanwood_Camano,18637.87766,
110,,,,,15,blind channel,2353.285,2353.285,2353.285,3.476908,0,0,,Stanwood_Camano,18786.85993,
112,,,,,62,blind channel,2247.338,2247.338,2247.338,1.045001,0,0,,Stanwood_Camano,18680.29255,
115,,,,,16,blind channel,2337.836,2337.836,2337.836,3.476908,0,0,,Stanwood_Camano,18771.2039,
119,,,,,39,blind channel,2190.161,2190.161,2190.161,0.4658171,0,0,,Stanwood_Camano,18623.32092,
122,,,,,62,blind channel,2231.439,2231.439,2231.439,1.04027,0,0,,Stanwood_Camano,18664.39184,
123,,,,,12,blind channel,2217.403,2217.403,2217.403,0.6608772,0,0,,Stanwood_Camano,18651.15071,
127,,,,,33,blind channel,2215.039,2215.039,2215.039,0.6608772,0,0,,Stanwood_Camano,18648.49291,
128,,,,,35,blind channel,2213.832,2213.832,2213.832,0.6608772,0,0,,Stanwood_Camano,18647.49291,
129,,,,,56,blind channel,2175.104,2175.104,2175.104,0.2132552,0,0,,Stanwood_Camano,18608.76596,
131,,,,,65,blind channel,2197.847,2197.847,2197.847,0.4658171,0,0,,Stanwood_Camano,18630.59397,
134,,,,,55,blind channel,2181.655,2181.655,2181.655,0.2132552,0,0,,Stanwood_Camano,18615.10816,
135,,,,,7,blind channel,2272.936,2272.936,2272.936,3.047262,0,0,,Stanwood_Camano,18706.47518,
136,,,,,38,blind channel,2162.826,2162.826,2162.826,0.0610131,0,0,,Stanwood_Camano,18596.28014,
137,,,,,53,blind channel,2165.619,2165.619,2165.619,0.0690237,0,0,,Stanwood_Camano,18598.86525,
138,,,,,62,blind channel,2162.412,2162.412,2162.412,0.0610131,0,0,,Stanwood_Camano,18595.86525,
141,,,,,16,blind channel,2257.708,2257.708,2257.708,2.6258121,0,0,,Stanwood_Camano,18691.74823,
142,,,,,100,blind channel,2148.184,2148.184,2148.184,-0.0427245,0,0,,Stanwood_Camano,18581.1383,
144,,,,,126,blind channel,2142.32,2142.32,2142.32,-0.0427245,0,0,,Stanwood_Camano,18575.4805,
147,,,,,15,blind channel,2243.395,2243.395,2243.395,2.476135,0,0,,Stanwood_Camano,18676.84752,
149,,,,,55,blind channel,2142.784,2142.784,2142.784,-0.0427245,0,0,,Stanwood_Camano,18576.23759,
150,,,,,123,blind channel,2127.764,2127.764,2127.764,-0.0427245,0,0,,Stanwood_Camano,18560.92376,
153,,,,,15,blind channel,2228.96,2228.96,2228.96,1.762405,0,0,,Stanwood_Camano,18661.70567,
155,,,,,50,blind channel,2156.841,2156.841,2156.841,0.0335512,0,0,,Stanwood_Camano,18590.79433,
156,,,,,104,blind channel,2112.914,2112.914,2112.914,-0.0427245,0,0,,Stanwood_Camano,18545.36879,
158,,,,,20,blind channel,2213.025,2213.025,2213.025,0.5872284,0,0,,Stanwood_Camano,18646.97872,
161,,,,,26,blind channel,2172.655,2172.655,2172.655,0.0335512,0,0,,Stanwood_Camano,18606.10816,
162,,,,,29,blind channel,2175.069,2175.069,2175.069,0.0335512,0,0,,Stanwood_Camano,18608.52305,
165,,,,,20,blind channel,2174.483,2174.483,2174.483,0.0335512,0,0,,Stanwood_Camano,18607.93617,
168,,,,,24,blind channel,2197.504,2197.504,2197.504,0.1675285,0,0,,Stanwood_Camano,18630.25,
169,,,,,4,blind channel,2202.297,2202.297,2202.297,0.1675285,0,0,,Stanwood_Camano,18636.25,
171,,,,,78,blind channel,2097.479,2097.479,2097.479,0.1049995,0,0,,Stanwood_Camano,18530.64007,
177,,,,,64,blind channel,2190.882,2190.882,2190.882,0.0653392,0,0,,Stanwood_Camano,18623.83688,
178,,,,,62,blind channel,2091.03,2091.03,2091.03,-0.0113914,0,0,,Stanwood_Camano,18523.98404,
179,,,,,14,blind channel,2091.151,2091.151,2091.151,-0.0113914,0,0,,Stanwood_Camano,18524.81206,
181,,,,,37,blind channel,2193.297,2193.297,2193.297,0.166046,0,0,,Stanwood_Camano,18626.25,
190,,,,,20,blind channel,2198.454,2198.454,2198.454,0.1675285,0,0,,Stanwood_Camano,18631.9078,
194,,,,,17,blind channel,2105.515,2105.515,2105.515,0.1049995,0,0,,Stanwood_Camano,18539.88298,
196,,,,,20,blind channel,2190.64,2190.64,2190.64,0.0653392,0,0,,Stanwood_Camano,18624.17908,
202,,,,,14,blind channel,2119.879,2119.879,2119.879,1.871841,0,0,,Stanwood_Camano,18553.53901,
203,,,,,5,blind channel,2199.504,2199.504,2199.504,0.1675285,0,0,,Stanwood_Camano,18633.25,
204,,,,,97,blind channel,2075.509,2075.509,2075.509,-0.0113914,0,0,,Stanwood_Camano,18508.67021,
205,,,,,14,blind channel,2195.761,2195.761,2195.761,0.1675285,0,0,,Stanwood_Camano,18629.00709,
211,,,,,9,blind channel,2132.985,2132.985,2132.985,8.3751593,0,0,,Stanwood_Camano,18567.02482,
217,,,,,23,blind channel,2211.075,2211.075,2211.075,1.116497,0,0,,Stanwood_Camano,18644.32092,
218,,,,,91,blind channel,2059.488,2059.488,2059.488,-0.0113914,0,0,,Stanwood_Camano,18491.94149,
223,,,,,18,blind channel,2226.096,2226.096,2226.096,1.214414,0,0,,Stanwood_Camano,18660.22163,
229,,,,,75,blind channel,2043.174,2043.174,2043.174,-0.0113914,0,0,,Stanwood_Camano,18476.62766,
230,,,,,12,blind channel,2242.788,2242.788,2242.788,1.503598,0,0,,Stanwood_Camano,18677.12057,
243,,,,,15,blind channel,2478.178,2478.178,2478.178,5.4867759,0,0,,Stanwood_Camano,19259.19326,
247,,,,,50,blind channel,2027.361,2027.361,2027.361,0.1369212,0,0,,Stanwood_Camano,18460.31383,
248,,,,,16,blind channel,2463.057,2463.057,2463.057,4.0260792,0,0,,Stanwood_Camano,19243.36525,
249,,,,,285,impoundment,2271.966,2271.966,2271.966,2.209841,0,0,,Stanwood_Camano,18706.09043,
250,,,,,8,blind channel,2306.366,2306.366,2306.366,2.8217919,0,0,,Stanwood_Camano,18766.62943,
251,,,,,17,blind channel,2447.228,2447.228,2447.228,3.8382671,0,0,,Stanwood_Camano,19227.53723,
254,,,,,8,blind channel,2442.314,2442.314,2442.314,3.524143,0,0,,Stanwood_Camano,19222.53723,
255,,,,,47,blind channel,2021.825,2021.825,2021.825,0.1369212,0,0,,Stanwood_Camano,18455.48582,
258,,,,,3,blind channel,2296.073,2296.073,2296.073,2.7198949,0,0,,Stanwood_Camano,18756.04433,
259,,,,,11,blind channel,2023.739,2023.739,2023.739,0.1369212,0,0,,Stanwood_Camano,18456.90071,
261,,,,,10,blind channel,2292.331,2292.331,2292.331,2.792676,0,0,,Stanwood_Camano,18752.21631,
263,,,,,8,blind channel,2291.831,2291.831,2291.831,2.792676,0,0,,Stanwood_Camano,18752.21631,
264,,,,,19,blind channel,2433.208,2433.208,2433.208,5.8331461,0,0,,Stanwood_Camano,19213.2234,
265,,,,,14,blind channel,2429.379,2429.379,2429.379,6.180028,0,0,,Stanwood_Camano,19209.80851,
267,,,,,18,blind channel,2038.639,2038.639,2038.639,0.1369212,0,0,,Stanwood_Camano,18471.79965,
269,,,,,17,blind channel,2233.245,2233.245,2233.245,1.9077049,0,0,,Stanwood_Camano,18693.62943,
270,,,,,9,blind channel,2248.659,2248.659,2248.659,4.715816,0,0,,Stanwood_Camano,18709.45922,
272,,,,,51,blind channel,2005.718,2005.718,2005.718,0.1369212,0,0,,Stanwood_Camano,18438.17199,
274,,,,,17,blind channel,2053.003,2053.003,2053.003,5.3038001,0,0,,Stanwood_Camano,18485.87057,
275,,,,,19,blind channel,2418.015,2418.015,2418.015,6.1576128,0,0,,Stanwood_Camano,19197.73759,
277,,,,,16,blind channel,2218.174,2218.174,2218.174,2.0220411,0,0,,Stanwood_Camano,18677.55851,
278,,,,,8,blind channel,2416.308,2416.308,2416.308,6.1576128,0,0,,Stanwood_Camano,19196.3227,
279,,,,,19,blind channel,2278.002,2278.002,2278.002,7.4866939,0,0,,Stanwood_Camano,18737.9734,
281,,,,,56,blind channel,1999.683,1999.683,1999.683,0.0436521,0,0,,Stanwood_Camano,18432.34397,
284,,,,,18,blind channel,2262.552,2262.552,2262.552,6.8287611,0,0,,Stanwood_Camano,18722.3156,
285,,,,,16,blind channel,2442.344,2442.344,2442.344,7.6556482,0,0,,Stanwood_Camano,19221.5656,
286,,,,,13,blind channel,2006.926,2006.926,2006.926,0.0436521,0,0,,Stanwood_Camano,18439.58688,
287,,,,,17,blind channel,2202.774,2202.774,2202.774,2.2374361,0,0,,Stanwood_Camano,18662.65957,
288,,,,,8,blind channel,2457.672,2457.672,2457.672,7.6556482,0,0,,Stanwood_Camano,19237.39539,
290,,,,,20,blind channel,2246.931,2246.931,2246.931,6.454844,0,0,,Stanwood_Camano,18706.48759,
291,,,,,15,blind channel,2427.222,2427.222,2427.222,6.180028,0,0,,Stanwood_Camano,19206.73759,
292,,,,,19,blind channel,2231.724,2231.724,2231.724,3.991317,0,0,,Stanwood_Camano,18691.48759,
295,,,,,22,blind channel,2216.603,2216.603,2216.603,2.486423,0,0,,Stanwood_Camano,18675.65957,
296,,,,,13,blind channel,2406.479,2406.479,2406.479,6.1576128,0,0,,Stanwood_Camano,19185.08156,
298,,,,,16,blind channel,2067.781,2067.781,2067.781,7.8884559,0,0,,Stanwood_Camano,18500.94149,
300,,,,,20,blind channel,2200.567,2200.567,2200.567,2.486423,0,0,,Stanwood_Camano,18659.83156,
301,,,,,20,blind channel,2403.444,2403.444,2403.444,5.468596,0,0,,Stanwood_Camano,19181.83865,
302,,,,,12,blind channel,2413.479,2413.479,2413.479,6.180028,0,0,,Stanwood_Camano,19192.49468,
304,,,,,8,blind channel,2408.979,2408.979,2408.979,6.1576128,0,0,,Stanwood_Camano,19188.49468,
305,,,,,25,blind channel,2388.737,2388.737,2388.737,5.468596,0,0,,Stanwood_Camano,19167.83865,
308,,,,,8,blind channel,2022.825,2022.825,2022.825,0.1369212,0,0,,Stanwood_Camano,18455.48582,
309,,,,,17,blind channel,2186.875,2186.875,2186.875,2.404345,0,0,,Stanwood_Camano,18646.76064,
312,,,,,25,blind channel,2356.701,2356.701,2356.701,5.468596,0,0,,Stanwood_Camano,19136.42376,
314,,,,,22,blind channel,2372.323,2372.323,2372.323,5.468596,0,0,,Stanwood_Camano,19150.83865,
315,,,,,15,blind channel,2374.323,2374.323,2374.323,5.468596,0,0,,Stanwood_Camano,19153.83865,
317,,,,,74,blind channel,1983.283,1983.283,1983.283,0.0436521,0,0,,Stanwood_Camano,18416.44504,
321,,,,,16,blind channel,2079.352,2079.352,2079.352,7.8884559,0,0,,Stanwood_Camano,18512.59929,
322,,,,,25,blind channel,2184.582,2184.582,2184.582,2.614814,0,0,,Stanwood_Camano,18644.34574,
323,,,,,12,blind channel,2408.979,2408.979,2408.979,5.8331461,0,0,,Stanwood_Camano,19188.08156,
324,,,,,17,blind channel,2171.304,2171.304,2171.304,2.5257931,0,0,,Stanwood_Camano,18631.68972,
327,,,,,22,blind channel,2420.5,2420.5,2420.5,6.180028,0,0,,Stanwood_Camano,19200.2234,
328,,,,,7,blind channel,2135.578,2135.578,2135.578,5.3820772,0,0,,Stanwood_Camano,18597.29255,
331,,,,,24,blind channel,2168.89,2168.89,2168.89,2.6396,0,0,,Stanwood_Camano,18628.85993,
332,,,,,18,blind channel,2155.611,2155.611,2155.611,2.6149981,0,0,,Stanwood_Camano,18616.2039,
333,,,,,18,blind channel,2382.565,2382.565,2382.565,5.468596,0,0,,Stanwood_Camano,19162.08156,
334,,,,,83,blind channel,1970.005,1970.005,1970.005,0.0436521,0,0,,Stanwood_Camano,18402.95922,
335,,,,,9,blind channel,1970.919,1970.919,1970.919,0.0436521,0,0,,Stanwood_Camano,18403.78723,
337,,,,,9,blind channel,2111.537,2111.537,2111.537,8.3662357,0,0,,Stanwood_Camano,18572.42199,
338,,,,,17,blind channel,2435.814,2435.814,2435.814,7.1722341,0,0,,Stanwood_Camano,19215.12234,
339,,,,,20,blind channel,2152.611,2152.611,2152.611,2.6108861,0,0,,Stanwood_Camano,18612.37589,
340,,,,,14,blind channel,2093.18,2093.18,2093.18,7.8884559,0,0,,Stanwood_Camano,18526.4273,
341,,,,,15,blind channel,1985.955,1985.955,1985.955,0.0436521,0,0,,Stanwood_Camano,18418.61525,
342,,,,,7,blind channel,2000.576,2000.576,2000.576,8.1284504,0,0,,Stanwood_Camano,18434.03014,
343,,,,,7,blind channel,2422.894,2422.894,2422.894,6.180028,0,0,,Stanwood_Camano,19202.49468,
344,,,,,16,blind channel,2139.798,2139.798,2139.798,2.660274,0,0,,Stanwood_Camano,18599.89007,
345,,,,,7,blind channel,2153.478,2153.478,2153.478,8.0878305,0,0,,Stanwood_Camano,18616.0195,
346,,,,,18,blind channel,2121.507,2121.507,2121.507,8.4856215,0,0,,Stanwood_Camano,18583.22163,
348,,,,,20,blind channel,2450.592,2450.592,2450.592,7.6842098,0,0,,Stanwood_Camano,19229.60816,
349,,,,,21,blind channel,2396.793,2396.793,2396.793,5.5767698,0,0,,Stanwood_Camano,19176.80851,
350,,,,,18,blind channel,2137.005,2137.005,2137.005,2.649437,0,0,,Stanwood_Camano,18596.06206,
351,,,,,19,blind channel,2096.93,2096.93,2096.93,7.744472,0,0,,Stanwood_Camano,18557.52305,
355,,,,,84,blind channel,1954.02,1954.02,1954.02,0.0436521,0,0,,Stanwood_Camano,18386.4734,
356,,,,,11,blind channel,2457.749,2457.749,2457.749,7.6842098,0,0,,Stanwood_Camano,19236.67908,
357,,,,,17,blind channel,2463.285,2463.285,2463.285,8.2935524,0,0,,Stanwood_Camano,19242.0922,
358,,,,,12,blind channel,2470.992,2470.992,2470.992,8.2935524,0,0,,Stanwood_Camano,19250.50709,
360,,,,,29,blind channel,2128.434,2128.434,2128.434,5.4207468,0,0,,Stanwood_Camano,18588.40426,
361,,,,,8,blind channel,2106.716,2106.716,2106.716,7.8884559,0,0,,Stanwood_Camano,18541.08333,
364,,,,,16,blind channel,2106.815,2106.815,2106.815,8.2060165,0,0,,Stanwood_Camano,18568.32092,
366,,,,,16,blind channel,2138.442,2138.442,2138.442,7.5463042,0,0,,Stanwood_Camano,18600.7766,
367,,,,,18,blind channel,2410.864,2410.864,2410.864,6.5104799,0,0,,Stanwood_Camano,19190.87943,
369,,,,,33,blind channel,2113.034,2113.034,2113.034,5.4207468,0,0,,Stanwood_Camano,18572.50532,
370,,,,,7,blind channel,2485.305,2485.305,2485.305,7.9712539,0,0,,Stanwood_Camano,19264.82092,
371,,,,,7,blind channel,2475.563,2475.563,2475.563,8.2935524,0,0,,Stanwood_Camano,19254.99291,
372,,,,,24,blind channel,2081.93,2081.93,2081.93,7.744472,0,0,,Stanwood_Camano,18542.52305,
374,,,,,92,blind channel,1938.035,1938.035,1938.035,0.0838135,0,0,,Stanwood_Camano,18370.98759,
375,,,,,8,blind channel,2473.527,2473.527,2473.527,8.5021086,0,0,,Stanwood_Camano,19253.16489,
378,,,,,33,blind channel,2098.599,2098.599,2098.599,4.735672,0,0,,Stanwood_Camano,18558.36348,
379,,,,,17,blind channel,2123.629,2123.629,2123.629,7.0210142,0,0,,Stanwood_Camano,18585.46277,
380,,,,,17,blind channel,2091.279,2091.279,2091.279,7.8048258,0,0,,Stanwood_Camano,18553.07801,
381,,,,,11,blind channel,2425.314,2425.314,2425.314,7.9492931,0,0,,Stanwood_Camano,19205.95035,
382,,,,,20,blind channel,2268.203,2268.203,2268.203,5.884212,0,0,,Stanwood_Camano,18730.24468,
384,,,,,17,blind channel,2078.123,2078.123,2078.123,6.8947449,0,0,,Stanwood_Camano,18538.83688,
385,,,,,18,blind channel,2282.481,2282.481,2282.481,6.2432299,0,0,,Stanwood_Camano,18745.3156,
386,,,,,21,blind channel,2066.395,2066.395,2066.395,6.648665,0,0,,Stanwood_Camano,18526.69326,
387,,,,,27,blind channel,2083.871,2083.871,2083.871,4.411983,0,0,,Stanwood_Camano,18543.63475,
388,,,,,18,blind channel,2252.632,2252.632,2252.632,5.884212,0,0,,Stanwood_Camano,18715.17376,
389,,,,,97,blind channel,1921.464,1921.464,1921.464,0.0216192,0,0,,Stanwood_Camano,18354.91667,
390,,,,,16,blind channel,2065.137,2065.137,2065.137,6.648665,0,0,,Stanwood_Camano,18525.93617,
393,,,,,7,blind channel,2112.2,2112.2,2112.2,7.0210142,0,0,,Stanwood_Camano,18573.29255,
394,,,,,13,blind channel,2109.507,2109.507,2109.507,7.0210142,0,0,,Stanwood_Camano,18569.80674,
395,,,,,17,blind channel,2236.647,2236.647,2236.647,5.884212,0,0,,Stanwood_Camano,18699.68972,
396,,,,,15,blind channel,2152.52,2152.52,2152.52,4.735672,0,0,,Stanwood_Camano,18613.81915,
397,,,,,13,blind channel,2069.058,2069.058,2069.058,4.162529,0,0,,Stanwood_Camano,18528.32092,
398,,,,,21,blind channel,2182.969,2182.969,2182.969,4.8389769,0,0,,Stanwood_Camano,18644.89007,
399,,,,,16,blind channel,2066.351,2066.351,2066.351,4.162529,0,0,,Stanwood_Camano,18526.49291,
400,,,,,18,blind channel,2168.348,2168.348,2168.348,4.8389769,0,0,,Stanwood_Camano,18629.64716,
401,,,,,22,blind channel,2296.795,2296.795,2296.795,6.2432299,0,0,,Stanwood_Camano,18759.62943,
402,,,,,20,blind channel,2138.156,2138.156,2138.156,4.735672,0,0,,Stanwood_Camano,18597.74823,
403,,,,,33,blind channel,2054.238,2054.238,2054.238,6.648665,0,0,,Stanwood_Camano,18515.03723,
404,,,,,12,blind channel,2222.369,2222.369,2222.369,5.884212,0,0,,Stanwood_Camano,18684.2039,
406,,,,,16,blind channel,2307.659,2307.659,2307.659,6.2432299,0,0,,Stanwood_Camano,18769.70035,
408,,,,,20,blind channel,2099.972,2099.972,2099.972,7.0210142,0,0,,Stanwood_Camano,18560.97872,
409,,,,,7,blind channel,2288.052,2288.052,2288.052,8.7417097,0,0,,Stanwood_Camano,19068.27482,
410,,,,,17,blind channel,2198.54,2198.54,2198.54,5.1962662,0,0,,Stanwood_Camano,18660.37589,
411,,,,,11,blind channel,2202.04,2202.04,2202.04,5.1962662,0,0,,Stanwood_Camano,18664.37589,
412,,,,,6,blind channel,2277.824,2277.824,2277.824,8.8941031,0,0,,Stanwood_Camano,19058.37589,
413,,,,,18,blind channel,2217.455,2217.455,2217.455,6.1109662,0,0,,Stanwood_Camano,18679.37589,
414,,,,,13,blind channel,2061.779,2061.779,2061.779,3.8405321,0,0,,Stanwood_Camano,18520.83688,
415,,,,,108,blind channel,1905.514,1905.514,1905.514,0.0216192,0,0,,Stanwood_Camano,18338.67553,
416,,,,,14,blind channel,2067.865,2067.865,2067.865,4.162529,0,0,,Stanwood_Camano,18527.83688,
417,,,,,31,blind channel,2054.33,2054.33,2054.33,3.8405321,0,0,,Stanwood_Camano,18514.59397,
418,,,,,17,blind channel,2323.023,2323.023,2323.023,7.1558242,0,0,,Stanwood_Camano,18785.35816,
421,,,,,11,blind channel,2210.404,2210.404,2210.404,4.8389769,0,0,,Stanwood_Camano,18672.61702,
422,,,,,12,blind channel,2205.819,2205.819,2205.819,5.1962662,0,0,,Stanwood_Camano,18667.03191,
423,,,,,9,blind channel,2308.573,2308.573,2308.573,6.2432299,0,0,,Stanwood_Camano,18771.11525,
424,,,,,4,blind channel,2091.522,2091.522,2091.522,6.3162928,0,0,,Stanwood_Camano,18552.73582,
425,,,,,10,blind channel,2273.446,2273.446,2273.446,8.8941031,0,0,,Stanwood_Camano,19053.96099,
426,,,,,14,blind channel,2309.866,2309.866,2309.866,6.2432299,0,0,,Stanwood_Camano,18772.11525,
427,,,,,18,blind channel,2122.72,2122.72,2122.72,4.5693202,0,0,,Stanwood_Camano,18583.0195,
429,,,,,16,blind channel,2225.475,2225.475,2225.475,4.8389769,0,0,,Stanwood_Camano,18687.68972,
430,,,,,17,blind channel,2268.703,2268.703,2268.703,8.8941031,0,0,,Stanwood_Camano,19049.13298,
431,,,,,22,blind channel,2038.874,2038.874,2038.874,6.3691139,0,0,,Stanwood_Camano,18498.96631,
432,,,,,19,blind channel,2107.856,2107.856,2107.856,4.3484082,0,0,,Stanwood_Camano,18568.94858,
433,,,,,17,blind channel,2229.561,2229.561,2229.561,6.3063402,0,0,,Stanwood_Camano,18691.68972,
434,,,,,18,blind channel,2080.8,2080.8,2080.8,3.8405321,0,0,,Stanwood_Camano,18541.56383,
435,,,,,14,blind channel,2214.597,2214.597,2214.597,5.1962662,0,0,,Stanwood_Camano,18675.51773,
436,,,,,20,blind channel,2083.901,2083.901,2083.901,6.3162928,0,0,,Stanwood_Camano,18544.9078,
437,,,,,7,blind channel,2319.437,2319.437,2319.437,6.2432299,0,0,,Stanwood_Camano,18783.18617,
438,,,,,5,blind channel,2319.23,2319.23,2319.23,6.2432299,0,0,,Stanwood_Camano,18783.18617,
439,,,,,15,blind channel,2323.73,2323.73,2323.73,6.2432299,0,0,,Stanwood_Camano,18785.77305,
440,,,,,11,blind channel,2320.437,2320.437,2320.437,6.2432299,0,0,,Stanwood_Camano,18784.18617,
442,,,,,26,blind channel,2039.637,2039.637,2039.637,3.8405321,0,0,,Stanwood_Camano,18498.69326,
443,,,,,19,blind channel,2337.751,2337.751,2337.751,7.5093341,0,0,,Stanwood_Camano,18800.5,
445,,,,,98,blind channel,1889.978,1889.978,1889.978,-0.0143174,0,0,,Stanwood_Camano,18322.43262,
448,,,,,8,blind channel,2351.115,2351.115,2351.115,8.4421921,0,0,,Stanwood_Camano,18813.1578,
